Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost,Age,Attrition
Production Technician II,PYZ,Active,Full-Time,Zone A,Full-Time,Production       ,General - Sga,MA,Female,Black,Widowed,Fully Meets,4,2,1,4,Leadership Development,Internal,Incomplete,3,967.08,43,0
Production Technician I,EW,Active,Part-Time,Zone C,Part-Time,Production       ,Billable Consultants,MA,Male,White,Married,Fully Meets,2,1,2,4,Leadership Development,Internal,Incomplete,4,637.86,22,0
Production Technician I,CCDR,Active,Full-Time,Zone C,Full-Time,Production       ,Splicing,MA,Female,Asian,Widowed,PIP,1,5,2,4,Leadership Development,Internal,Incomplete,4,776.3,37,0
Production Technician I,EW,Active,Contract,Zone B,Temporary,Production       ,Field Operations,MA,Male,Hispanic,Single,PIP,2,3,4,2,Leadership Development,Internal,Completed,3,326.37,55,0
Production Technician I,MSC,Active,Part-Time,Zone C,Part-Time,Production       ,General - Sga,MA,Male,Hispanic,Single,PIP,2,5,5,5,Customer Service,External,Completed,1,108.95,44,0
Production Technician I,NEL,Active,Part-Time,Zone A,Part-Time,Production       ,Finance & Accounting,MA,Male,Black,Widowed,PIP,4,3,1,2,Communication Skills,Internal,Completed,4,550.9,22,0
Production Technician I,PL,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,MA,Female,Other,Divorced,PIP,5,3,5,3,Technical Skills,Internal,Incomplete,4,795.89,29,0
Production Technician I,PYZ,Active,Contract,Zone C,Part-Time,Production       ,Project Management - Con,MA,Female,Black,Widowed,PIP,2,1,1,4,Communication Skills,External,Passed,1,980.49,46,0
Production Technician I,SVG,Active,Contract,Zone B,Full-Time,Production       ,Finance & Accounting,MA,Female,Asian,Married,PIP,2,3,4,2,Technical Skills,External,Failed,1,155.46,43,0
Production Technician I,TNS,Active,Part-Time,Zone C,Part-Time,Production       ,General - Con,MA,Male,Black,Widowed,PIP,2,2,5,1,Project Management,External,Completed,2,367.74,79,0
Production Technician I,WBL,Active,Contract,Zone A,Temporary,Production       ,Wireline Construction,MA,Male,Other,Single,PIP,2,5,3,4,Customer Service,External,Passed,3,115.55,33,0
Production Technician I,BPC,Active,Full-Time,Zone C,Full-Time,Production       ,Splicing,MA,Male,Other,Married,PIP,1,2,2,3,Communication Skills,External,Completed,3,848.52,42,0
Production Technician II,TNS,Terminated,Contract,Zone B,Part-Time,Production       ,General - Con,MA,Female,Black,Widowed,PIP,2,3,5,3,Project Management,Internal,Passed,5,321.61,61,1
Production Technician II,BPC,Active,Contract,Zone A,Full-Time,Production       ,Project Management - Con,MA,Female,Hispanic,Widowed,Fully Meets,2,4,5,5,Technical Skills,External,Passed,4,957.12,59,0
Production Technician II,CCDR,Active,Contract,Zone C,Temporary,Production       ,Project Management - Con,MA,Female,Black,Married,Fully Meets,1,3,4,5,Communication Skills,External,Incomplete,3,177.63,23,0
Production Technician II,EW,Active,Contract,Zone C,Part-Time,Production       ,Project Management - Con,MA,Female,Asian,Divorced,Fully Meets,2,3,2,4,Customer Service,External,Passed,3,864.03,79,0
Production Technician II,MSC,Active,Part-Time,Zone A,Full-Time,Production       ,General - Eng,MA,Female,White,Single,Fully Meets,5,3,2,4,Communication Skills,External,Incomplete,4,707.06,80,0
Production Technician II,NEL,Terminated,Contract,Zone B,Temporary,Production       ,Engineers,MA,Female,Asian,Married,Fully Meets,2,5,4,1,Communication Skills,Internal,Completed,4,690.29,18,1
Production Technician II,PL,Active,Contract,Zone C,Full-Time,Production       ,Finance & Accounting,MA,Female,Asian,Widowed,Fully Meets,4,1,1,3,Project Management,External,Incomplete,1,721.83,62,0
Production Technician II,PYZ,Active,Full-Time,Zone C,Part-Time,Production       ,Wireline Construction,MA,Female,White,Single,Fully Meets,1,2,2,5,Technical Skills,Internal,Passed,2,287.34,69,0
Production Technician I,SVG,Active,Contract,Zone B,Temporary,Production       ,Project Management - Con,MA,Male,Asian,Married,Fully Meets,1,2,3,2,Technical Skills,External,Incomplete,2,783.36,62,0
Production Technician I,TNS,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,MA,Female,White,Single,Fully Meets,2,1,4,2,Leadership Development,Internal,Passed,2,947.76,54,0
Production Technician I,PYZ,Active,Contract,Zone C,Temporary,Production       ,Engineers,MA,Female,Other,Divorced,Fully Meets,1,2,4,5,Customer Service,Internal,Completed,1,498.19,69,0
Production Technician I,WBL,Active,Full-Time,Zone B,Temporary,Production       ,Technology / It,MA,Female,White,Widowed,Fully Meets,2,1,4,2,Technical Skills,Internal,Failed,3,516.4,63,0
Production Technician I,NEL,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,MA,Male,Asian,Married,Fully Meets,4,3,4,2,Leadership Development,Internal,Failed,5,374.69,31,0
Production Technician I,PL,Active,Part-Time,Zone B,Temporary,Production       ,Field Operations,MA,Male,White,Divorced,Fully Meets,2,5,5,5,Customer Service,Internal,Incomplete,5,244.22,65,0
Production Technician I,BPC,Active,Contract,Zone B,Temporary,Production       ,Project Management - Con,MA,Female,Other,Single,Fully Meets,5,4,2,1,Leadership Development,Internal,Completed,2,130.81,53,0
Production Technician I,CCDR,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,MA,Female,White,Divorced,Fully Meets,5,5,1,4,Technical Skills,Internal,Passed,5,321.03,36,0
Production Technician I,SVG,Active,Contract,Zone C,Full-Time,Production       ,General - Con,MA,Female,White,Single,Fully Meets,2,5,5,4,Project Management,Internal,Completed,4,354.82,20,0
Production Technician I,EW,Active,Contract,Zone B,Temporary,Production       ,Fielders,MA,Female,White,Widowed,Exceeds,4,4,1,2,Technical Skills,Internal,Incomplete,2,513.54,62,0
Production Technician I,MSC,Active,Contract,Zone C,Full-Time,Production       ,Catv,MA,Male,Black,Widowed,Exceeds,2,5,3,3,Customer Service,External,Completed,5,658.12,59,0
Production Technician I,TNS,Active,Contract,Zone B,Part-Time,Production       ,General - Con,MA,Male,White,Single,Exceeds,2,1,1,3,Leadership Development,Internal,Passed,2,643.75,54,0
Production Technician I,PYZ,Active,Full-Time,Zone C,Temporary,Production       ,General - Eng,MA,Male,Other,Single,Exceeds,2,5,4,1,Communication Skills,External,Incomplete,2,290.75,51,0
Production Technician II,TNS,Terminated,Part-Time,Zone A,Full-Time,Production       ,Wireline Construction,MA,Female,Other,Single,Exceeds,4,2,5,3,Communication Skills,Internal,Passed,2,767.56,40,1
Production Technician II,PYZ,Active,Full-Time,Zone C,Full-Time,Production       ,Engineers,MA,Female,White,Married,Exceeds,5,4,2,1,Customer Service,External,Passed,1,507.74,53,0
Production Technician II,WBL,Active,Contract,Zone B,Part-Time,Production       ,Isp,MA,Female,White,Married,Fully Meets,2,2,2,3,Customer Service,Internal,Completed,2,919.75,45,0
Production Technician II,NEL,Active,Part-Time,Zone A,Temporary,Production       ,General - Con,MA,Female,Asian,Married,Fully Meets,4,5,3,2,Project Management,External,Incomplete,4,510.95,75,0
Production Technician II,PL,Active,Contract,Zone C,Full-Time,Production       ,Splicing,MA,Female,White,Single,Fully Meets,4,1,3,4,Project Management,External,Completed,2,826.19,50,0
Production Technician II,BPC,Terminated,Contract,Zone B,Temporary,Production       ,Underground,MA,Female,Asian,Widowed,Fully Meets,5,3,5,5,Leadership Development,External,Incomplete,1,992.48,49,1
Production Technician II,CCDR,Active,Full-Time,Zone A,Full-Time,Production       ,General - Sga,MA,Female,White,Single,Fully Meets,5,5,1,3,Technical Skills,External,Incomplete,3,824.73,72,0
Production Technician II,SVG,Active,Part-Time,Zone A,Full-Time,Production       ,General - Con,MA,Female,Asian,Widowed,Fully Meets,2,2,1,3,Communication Skills,External,Failed,2,588.35,62,0
Production Technician I,SVG,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,MA,Male,White,Married,Fully Meets,1,5,5,2,Leadership Development,External,Incomplete,5,144.66,71,0
Production Technician I,MSC,Active,Part-Time,Zone A,Temporary,Production       ,Wireless,MA,Female,Other,Divorced,Fully Meets,5,5,5,2,Communication Skills,External,Passed,1,535.51,79,0
Production Technician I,WBL,Active,Part-Time,Zone A,Temporary,Production       ,Project Management - Con,MA,Female,White,Widowed,Fully Meets,1,2,1,3,Communication Skills,External,Completed,1,164.35,49,0
Production Technician I,NEL,Active,Part-Time,Zone A,Part-Time,Production       ,Yard (Material Handling),MA,Male,Asian,Widowed,Fully Meets,2,5,2,4,Customer Service,Internal,Failed,3,165.67,69,0
Production Technician I,PL,Active,Part-Time,Zone C,Full-Time,Production       ,Wireline Construction,MA,Male,Other,Married,Fully Meets,4,5,1,3,Technical Skills,External,Incomplete,5,602.56,67,0
Production Technician I,BPC,Active,Part-Time,Zone A,Temporary,Production       ,General - Con,MA,Female,Asian,Divorced,Fully Meets,1,3,4,1,Leadership Development,Internal,Passed,1,312.91,35,0
Production Technician I,CCDR,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,MA,Female,Other,Widowed,Fully Meets,5,1,5,1,Project Management,External,Failed,3,767.52,38,0
Production Technician I,SVG,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,MA,Female,Other,Divorced,Fully Meets,4,2,2,5,Project Management,Internal,Incomplete,5,166.35,61,0
Production Technician I,EW,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,MA,Female,Black,Divorced,Fully Meets,4,3,1,2,Project Management,Internal,Incomplete,1,997.24,45,0
Production Technician I,MSC,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,MA,Male,Hispanic,Divorced,Fully Meets,1,5,4,1,Communication Skills,External,Failed,3,258.73,55,0
Production Technician I,TNS,Active,Part-Time,Zone B,Part-Time,Production       ,Field Operations,MA,Male,Hispanic,Single,Fully Meets,4,3,1,2,Communication Skills,External,Completed,1,483.26,37,0
Production Technician I,PYZ,Terminated,Full-Time,Zone A,Temporary,Production       ,Finance & Accounting,MA,Male,Asian,Single,Fully Meets,5,3,2,1,Customer Service,External,Completed,3,261.81,75,1
Production Technician II,WBL,Active,Full-Time,Zone A,Temporary,Production       ,General - Con,MA,Female,White,Married,Fully Meets,4,1,2,3,Technical Skills,External,Incomplete,1,767.33,20,0
Production Technician II,BPC,Active,Full-Time,Zone C,Temporary,Production       ,Wireline Construction,MA,Female,White,Divorced,Fully Meets,1,1,5,4,Communication Skills,External,Failed,5,848.76,47,0
Production Technician II,CCDR,Active,Full-Time,Zone B,Part-Time,Production       ,General - Con,MA,Female,Black,Married,Fully Meets,2,1,4,2,Project Management,External,Incomplete,4,647.01,66,0
Production Technician II,EW,Active,Full-Time,Zone B,Part-Time,Production       ,Wireless,MA,Female,Asian,Divorced,Fully Meets,1,2,4,1,Project Management,Internal,Failed,1,230.6,37,0
Production Technician II,MSC,Terminated,Contract,Zone A,Part-Time,Production       ,General - Con,MA,Female,Black,Single,Fully Meets,4,2,3,5,Customer Service,Internal,Completed,1,681.4,35,1
Production Technician II,NEL,Terminated,Contract,Zone A,Full-Time,Production       ,Splicing,MA,Female,Hispanic,Single,Fully Meets,1,1,3,2,Leadership Development,Internal,Passed,1,356.98,57,1
Production Technician II,PL,Active,Full-Time,Zone B,Part-Time,Production       ,Fielders,MA,Female,Other,Single,Fully Meets,5,5,3,1,Leadership Development,External,Completed,4,602.12,54,0
Production Technician II,PYZ,Active,Part-Time,Zone C,Full-Time,Production       ,General - Con,MA,Male,White,Married,Fully Meets,5,2,1,5,Communication Skills,External,Passed,5,547.83,25,0
Production Technician I,CCDR,Active,Contract,Zone A,Temporary,Production       ,General - Con,MA,Male,Hispanic,Married,Fully Meets,1,2,1,2,Project Management,External,Failed,3,726.88,64,0
Production Technician I,SVG,Active,Contract,Zone B,Part-Time,Production       ,General - Con,MA,Male,Black,Widowed,Fully Meets,1,1,1,5,Leadership Development,Internal,Completed,1,548.95,61,0
Production Technician I,TNS,Active,Part-Time,Zone C,Part-Time,Production       ,Finance & Accounting,MA,Male,White,Widowed,Fully Meets,2,3,3,1,Customer Service,Internal,Completed,2,316.38,40,0
Production Technician I,PYZ,Active,Part-Time,Zone A,Part-Time,Production       ,Field Operations,MA,Female,Other,Single,Fully Meets,1,4,3,4,Project Management,External,Incomplete,4,696.51,34,0
Production Technician I,WBL,Active,Contract,Zone C,Full-Time,Production       ,Aerial,MA,Male,Asian,Widowed,Fully Meets,2,4,4,3,Technical Skills,External,Completed,2,413.66,56,0
Production Technician I,NEL,Active,Part-Time,Zone A,Temporary,Production       ,General - Con,MA,Male,Black,Widowed,Fully Meets,4,5,3,3,Customer Service,External,Completed,5,109.14,24,0
Production Technician I,PL,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,MA,Female,Asian,Single,Fully Meets,2,4,3,5,Technical Skills,External,Failed,2,855.84,57,0
Production Technician I,BPC,Active,Part-Time,Zone B,Temporary,Production       ,Aerial,MA,Female,Asian,Divorced,Fully Meets,1,4,2,2,Communication Skills,Internal,Incomplete,2,288.09,32,0
Production Technician I,CCDR,Active,Contract,Zone B,Part-Time,Production       ,Project Management - Con,MA,Female,Black,Married,Fully Meets,4,4,3,4,Communication Skills,Internal,Passed,2,776.34,75,0
Production Technician I,SVG,Active,Part-Time,Zone B,Part-Time,Production       ,Field Operations,MA,Female,Other,Married,Fully Meets,5,5,3,5,Customer Service,External,Incomplete,3,732.88,78,0
Production Technician I,EW,Active,Contract,Zone A,Temporary,Production       ,Field Operations,MA,Female,Black,Single,Fully Meets,4,5,3,5,Leadership Development,Internal,Failed,4,788.1,57,0
Production Technician I,MSC,Active,Part-Time,Zone B,Part-Time,Production       ,Field Operations,MA,Male,Black,Married,Fully Meets,5,3,2,4,Technical Skills,Internal,Incomplete,4,284.29,66,0
Production Technician I,TNS,Terminated,Contract,Zone B,Part-Time,Production       ,Billable Consultants,MA,Male,White,Single,Fully Meets,5,2,2,4,Project Management,External,Completed,5,872.29,61,1
Production Technician II,TNS,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,MA,Female,Other,Married,Fully Meets,2,4,4,1,Leadership Development,Internal,Passed,1,372.99,41,0
Production Technician II,PYZ,Active,Full-Time,Zone B,Full-Time,Production       ,Splicing,MA,Female,Asian,Divorced,Fully Meets,2,3,4,5,Communication Skills,Internal,Passed,5,229.87,43,0
Production Technician II,WBL,Active,Contract,Zone C,Full-Time,Production       ,Engineers,MA,Female,Other,Widowed,Fully Meets,1,2,3,1,Project Management,Internal,Failed,2,544.31,58,0
Production Technician II,NEL,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,MA,Female,Other,Divorced,Fully Meets,4,5,2,3,Communication Skills,Internal,Failed,4,461.79,79,0
Production Technician II,PL,Terminated,Contract,Zone B,Part-Time,Production       ,Engineers,MA,Female,Hispanic,Single,Fully Meets,5,1,3,2,Technical Skills,Internal,Failed,1,108.99,45,1
Production Technician II,BPC,Terminated,Part-Time,Zone C,Temporary,Production       ,Project Management - Con,MA,Female,White,Married,Fully Meets,4,5,3,4,Project Management,Internal,Incomplete,5,166.08,59,1
Production Technician II,CCDR,Active,Full-Time,Zone A,Full-Time,Production       ,Fielders,MA,Male,Black,Widowed,Fully Meets,4,3,5,4,Leadership Development,External,Passed,1,801.69,77,0
Production Technician I,CCDR,Active,Full-Time,Zone A,Temporary,Production       ,Fielders,MA,Male,Black,Divorced,Exceeds,4,5,4,4,Technical Skills,Internal,Passed,4,355.34,57,0
Production Technician I,SVG,Active,Contract,Zone B,Temporary,Production       ,General - Con,MA,Female,White,Single,Fully Meets,5,1,5,2,Technical Skills,External,Incomplete,4,136.94,70,0
Production Technician I,EW,Active,Full-Time,Zone B,Full-Time,Production       ,General - Con,MA,Female,Asian,Single,Fully Meets,2,5,4,1,Technical Skills,Internal,Completed,4,849.63,62,0
Production Technician I,PYZ,Active,Contract,Zone C,Part-Time,Production       ,General - Con,MA,Female,Black,Married,Fully Meets,2,5,2,3,Project Management,Internal,Incomplete,3,852.79,78,0
Production Technician I,WBL,Active,Full-Time,Zone B,Temporary,Production       ,Fielders,MA,Male,Black,Married,Fully Meets,1,2,1,2,Technical Skills,External,Failed,3,805.93,77,0
Production Technician I,NEL,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,MA,Male,Hispanic,Divorced,Fully Meets,4,5,1,2,Communication Skills,External,Incomplete,3,957.31,20,0
Production Technician I,PL,Active,Full-Time,Zone A,Temporary,Production       ,Wireline Construction,MA,Female,Black,Widowed,Fully Meets,4,2,1,4,Leadership Development,Internal,Failed,1,855.26,50,0
Production Technician I,BPC,Active,Full-Time,Zone B,Temporary,Production       ,General - Con,MA,Female,Hispanic,Married,Fully Meets,2,1,4,1,Customer Service,External,Completed,1,755.13,76,0
Production Technician I,CCDR,Active,Full-Time,Zone A,Temporary,Production       ,Fielders,MA,Female,White,Married,PIP,2,1,2,1,Customer Service,External,Failed,1,260.84,19,0
Production Technician I,SVG,Active,Contract,Zone C,Full-Time,Production       ,Wireline Construction,MA,Female,Hispanic,Single,Fully Meets,2,1,2,1,Technical Skills,External,Completed,3,299.97,66,0
Production Technician I,EW,Active,Part-Time,Zone B,Temporary,Production       ,Field Operations,MA,Female,Other,Divorced,Fully Meets,1,2,5,2,Leadership Development,Internal,Incomplete,1,374.9,60,0
Production Technician I,MSC,Terminated,Part-Time,Zone B,Full-Time,Production       ,Shop (Fleet),MA,Male,Asian,Single,Fully Meets,4,5,2,3,Technical Skills,Internal,Passed,5,168.79,75,1
Production Technician II,TNS,Active,Contract,Zone C,Full-Time,Production       ,Project Management - Con,MA,Female,White,Divorced,Fully Meets,4,5,2,5,Leadership Development,Internal,Passed,5,236.27,38,0
Production Technician II,PYZ,Active,Contract,Zone C,Full-Time,Production       ,Isp,MA,Female,Asian,Divorced,Fully Meets,2,2,2,2,Technical Skills,Internal,Passed,5,569.5,61,0
Production Technician II,WBL,Active,Contract,Zone A,Temporary,Production       ,Project Management - Con,MA,Female,Hispanic,Divorced,Fully Meets,4,1,3,5,Technical Skills,Internal,Incomplete,3,386.26,57,0
Production Technician II,NEL,Active,Part-Time,Zone B,Temporary,Production       ,Field Operations,MA,Female,Hispanic,Married,Fully Meets,5,2,1,4,Project Management,External,Failed,4,323.12,40,0
Production Technician II,PL,Active,Part-Time,Zone C,Part-Time,Production       ,General - Sga,MA,Female,White,Married,Fully Meets,2,2,3,1,Communication Skills,External,Passed,5,461.57,78,0
Production Technician II,BPC,Terminated,Part-Time,Zone A,Full-Time,Production       ,Catv,MA,Female,Black,Divorced,Fully Meets,2,3,2,3,Technical Skills,External,Incomplete,2,543.74,63,1
Production Technician I,NEL,Active,Part-Time,Zone C,Part-Time,Production       ,General - Con,MA,Male,Other,Single,Fully Meets,5,4,5,2,Leadership Development,External,Passed,1,899.2,28,0
Production Technician I,PL,Active,Part-Time,Zone A,Full-Time,Production       ,Aerial,MA,Female,Asian,Widowed,Fully Meets,4,1,5,3,Project Management,External,Incomplete,2,144.25,75,0
Production Technician I,PYZ,Active,Part-Time,Zone C,Full-Time,Production       ,Project Management - Con,MA,Female,Black,Single,Fully Meets,4,4,1,3,Leadership Development,External,Failed,1,854.54,73,0
Production Technician I,TNS,Active,Full-Time,Zone C,Part-Time,Production       ,Splicing,MA,Male,Hispanic,Married,Fully Meets,4,5,2,2,Communication Skills,External,Failed,4,479.0,70,0
Production Technician I,WBL,Active,Contract,Zone C,Full-Time,Production       ,Project Management - Con,MA,Male,Black,Divorced,Fully Meets,2,4,5,1,Communication Skills,External,Passed,4,667.54,44,0
Production Technician I,NEL,Active,Part-Time,Zone A,Part-Time,Production       ,Project Management - Con,MA,Male,White,Married,Fully Meets,2,4,5,5,Project Management,External,Failed,5,309.74,31,0
Production Technician I,PL,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,MA,Female,Black,Widowed,Fully Meets,2,3,5,4,Communication Skills,Internal,Completed,1,830.63,45,0
Production Technician I,BPC,Active,Full-Time,Zone A,Part-Time,Production       ,Underground,MA,Female,Black,Widowed,Fully Meets,5,4,2,4,Technical Skills,Internal,Incomplete,4,277.31,34,0
Production Technician I,CCDR,Active,Part-Time,Zone A,Temporary,Production       ,Wireline Construction,MA,Female,Black,Widowed,Fully Meets,5,4,3,3,Customer Service,Internal,Incomplete,3,501.5,39,0
Production Technician I,SVG,Active,Contract,Zone C,Temporary,Production       ,Wireline Construction,MA,Female,Hispanic,Single,Fully Meets,2,3,2,5,Leadership Development,Internal,Completed,3,937.85,67,0
Production Technician I,EW,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,MA,Female,Asian,Divorced,Fully Meets,4,2,2,1,Communication Skills,Internal,Incomplete,3,134.92,41,0
Production Technician I,MSC,Terminated,Contract,Zone C,Part-Time,Production       ,Project Management - Con,MA,Male,White,Married,Fully Meets,5,1,5,1,Communication Skills,External,Incomplete,3,946.99,64,1
Production Technician II,TNS,Active,Part-Time,Zone C,Full-Time,Production       ,Fielders,MA,Female,Hispanic,Married,Exceeds,5,3,2,1,Technical Skills,External,Completed,4,945.68,71,0
Production Technician II,BPC,Active,Part-Time,Zone A,Temporary,Production       ,Project Management - Con,MA,Female,White,Single,Fully Meets,4,1,2,1,Communication Skills,Internal,Passed,5,142.21,27,0
Production Technician II,CCDR,Active,Full-Time,Zone B,Full-Time,Production       ,Project Management - Con,MA,Female,Hispanic,Married,Fully Meets,4,5,3,5,Project Management,External,Failed,2,386.95,25,0
Production Technician II,EW,Terminated,Contract,Zone B,Temporary,Production       ,Field Operations,MA,Female,Other,Single,Fully Meets,2,1,2,4,Technical Skills,External,Passed,4,641.68,23,1
Production Technician II,MSC,Terminated,Contract,Zone A,Full-Time,Production       ,Field Operations,MA,Female,Black,Single,Fully Meets,4,5,3,1,Project Management,Internal,Failed,2,295.67,35,1
Production Technician II,NEL,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,MA,Female,Asian,Single,Fully Meets,4,3,2,1,Communication Skills,External,Completed,4,649.64,50,0
Production Technician I,PL,Active,Contract,Zone C,Full-Time,Production       ,Catv,MA,Male,Hispanic,Widowed,Fully Meets,5,1,1,1,Technical Skills,External,Failed,1,402.77,32,0
Production Technician I,BPC,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,MA,Male,Black,Married,Exceeds,2,3,1,4,Leadership Development,Internal,Incomplete,3,311.92,51,0
Production Technician I,CCDR,Active,Full-Time,Zone B,Part-Time,Production       ,General - Con,MA,Female,White,Single,Fully Meets,4,4,5,1,Communication Skills,External,Incomplete,5,730.99,72,0
Production Technician I,SVG,Active,Full-Time,Zone A,Temporary,Production       ,Aerial,MA,Female,Black,Widowed,Fully Meets,2,1,4,1,Project Management,Internal,Incomplete,3,330.04,71,0
Production Technician I,EW,Active,Contract,Zone C,Part-Time,Production       ,Engineers,MA,Male,Hispanic,Married,Exceeds,2,3,4,3,Communication Skills,Internal,Passed,3,848.99,65,0
Production Technician I,TNS,Active,Part-Time,Zone C,Temporary,Production       ,Project Management - Con,MA,Female,White,Widowed,Fully Meets,4,5,1,1,Technical Skills,External,Passed,5,560.03,40,0
Production Technician I,PYZ,Active,Contract,Zone B,Temporary,Production       ,General - Sga,MA,Male,Hispanic,Divorced,Fully Meets,5,2,2,5,Project Management,External,Completed,4,820.65,24,0
Production Technician I,WBL,Active,Full-Time,Zone C,Temporary,Production       ,Aerial,MA,Male,White,Single,Exceeds,2,4,5,1,Communication Skills,External,Completed,2,727.06,70,0
Production Technician I,NEL,Active,Full-Time,Zone A,Part-Time,Production       ,Field Operations,MA,Female,Black,Single,Exceeds,2,2,1,4,Customer Service,Internal,Failed,2,858.12,38,0
Production Technician I,PL,Active,Full-Time,Zone C,Part-Time,Production       ,Aerial,MA,Female,Asian,Widowed,Fully Meets,2,3,2,2,Customer Service,External,Failed,4,781.04,67,0
Production Technician I,BPC,Active,Part-Time,Zone C,Temporary,Production       ,Field Operations,MA,Female,White,Widowed,Exceeds,4,3,3,1,Project Management,Internal,Passed,2,978.88,57,0
Production Technician I,CCDR,Active,Contract,Zone C,Temporary,Production       ,Field Operations,MA,Female,Black,Widowed,Exceeds,5,1,3,1,Communication Skills,Internal,Failed,4,955.95,69,0
Production Technician I,SVG,Active,Part-Time,Zone A,Full-Time,Production       ,Field Operations,MA,Female,Other,Single,Fully Meets,4,1,5,3,Communication Skills,External,Passed,5,897.64,25,0
Production Technician I,EW,Active,Full-Time,Zone B,Temporary,Production       ,Engineers,MA,Female,Black,Single,Fully Meets,2,1,3,5,Customer Service,External,Passed,4,418.08,70,0
Production Technician I,MSC,Terminated,Contract,Zone B,Temporary,Production       ,General - Con,MA,Male,Black,Married,Fully Meets,2,2,5,4,Communication Skills,External,Failed,5,336.64,69,1
Production Technician II,MSC,Terminated,Contract,Zone B,Part-Time,Production       ,General - Con,MA,Female,Black,Married,Fully Meets,5,4,2,2,Communication Skills,External,Failed,4,171.46,57,1
Production Technician II,TNS,Active,Contract,Zone A,Full-Time,Production       ,Billable Consultants,MA,Female,White,Divorced,Exceeds,5,4,1,3,Project Management,Internal,Incomplete,3,401.9,35,0
Production Technician II,PYZ,Active,Part-Time,Zone A,Full-Time,Production       ,General - Sga,MA,Female,Hispanic,Divorced,Exceeds,2,1,1,3,Communication Skills,Internal,Passed,5,266.62,47,0
Production Technician II,WBL,Active,Full-Time,Zone B,Part-Time,Production       ,Field Operations,MA,Female,Asian,Married,Fully Meets,4,1,1,2,Technical Skills,External,Failed,2,913.36,40,0
Production Technician II,NEL,Active,Full-Time,Zone A,Part-Time,Production       ,Splicing,MA,Female,Other,Single,Exceeds,4,5,5,3,Leadership Development,Internal,Failed,3,619.29,68,0
Production Technician II,PL,Terminated,Full-Time,Zone C,Full-Time,Production       ,General - Con,MA,Female,Black,Divorced,Fully Meets,1,1,5,4,Customer Service,External,Passed,3,398.98,40,1
Production Technician II,BPC,Active,Part-Time,Zone A,Temporary,Production       ,Isp,MA,Male,White,Single,Fully Meets,5,4,4,2,Technical Skills,Internal,Failed,5,569.76,23,0
Production Technician I,PL,Active,Contract,Zone A,Full-Time,Production       ,Catv,MA,Male,Black,Married,Fully Meets,4,2,4,5,Project Management,Internal,Passed,4,807.32,40,0
Production Technician I,BPC,Terminated,Full-Time,Zone C,Temporary,Production       ,Field Operations,MA,Female,Other,Married,Fully Meets,5,4,2,3,Project Management,External,Passed,3,981.17,25,1
Production Technician I,CCDR,Active,Part-Time,Zone C,Full-Time,Production       ,Field Operations,MA,Female,Black,Single,Fully Meets,2,1,5,5,Leadership Development,External,Failed,4,972.9,25,0
Production Technician I,SVG,Active,Part-Time,Zone A,Full-Time,Production       ,Field Operations,MA,Female,White,Single,Exceeds,2,2,4,1,Project Management,Internal,Incomplete,4,928.71,26,0
Production Technician I,EW,Active,Full-Time,Zone B,Part-Time,Production       ,Splicing,MA,Male,Other,Divorced,Exceeds,4,5,2,1,Leadership Development,External,Passed,1,975.21,76,0
Production Technician I,TNS,Active,Part-Time,Zone B,Part-Time,Production       ,Aerial,MA,Female,Other,Single,Exceeds,4,3,2,3,Communication Skills,Internal,Completed,4,109.96,68,0
Production Technician I,PYZ,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,MA,Male,Asian,Married,Fully Meets,2,1,3,2,Technical Skills,External,Failed,2,361.28,30,0
Production Technician I,WBL,Active,Part-Time,Zone A,Part-Time,Production       ,Engineers,MA,Female,White,Widowed,Fully Meets,5,4,1,5,Leadership Development,External,Failed,4,248.66,25,0
Production Technician I,NEL,Active,Contract,Zone C,Part-Time,Production       ,Shop (Fleet),MA,Female,Asian,Divorced,Fully Meets,4,2,3,1,Customer Service,External,Failed,5,742.18,36,0
